"Ref";"id_10WEB.io";"PD#PN";"Post_Number_Calc";"Post_Number_plus_Fin-dex";"Post_Number_v1.0";"Fix";"Calc1";"Calc2";"Calc3";"Post_list!";"Main_Section?";"Surprise!";"Post?";"Tier?";"Fin-dex";"New_Ref";"TransMission";"Post_Name_English";"MS_Code_Number";"Main_Section_Title_for_Categorisation";"Nome_do_Post_Brasileirinho";"Temp_Notes";"Repetead?";"Rp_in";"Rp_out";"Where_the_Post_has_been_found?";"MainSection_Code";"Temp";"Server_Post_Path-2nd_Strip";"Server_Post_Path-1st_Strip";"Server_Post_Path-Complete_with_post_name";"Remarks";"URL"
168;;"KD.II.004";"KD.II.4";"160 - KD.II.4";;;"KD";"II";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;160;160;"VERDADEIRO";"Rūpakkhandha and Rūpa Upādānakkhandha";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Rūpakkhandha and Rūpa Upādānakkhandha";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/rupakkhandha-and-rupa-upadanakkhandha/"
169;;"KD.II.005";"KD.II.5";"161 - KD.II.5";;;"KD";"II";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;161;161;"VERDADEIRO";"Arising of Five Aggregates Based on an Ārammaṇa";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Arising of Five Aggregates Based on an Ārammaṇa";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/arising-of-five-aggregates/"
170;;"KD.II.006";"KD.II.6";"162 - KD.II.6";;;"KD";"II";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;162;162;"VERDADEIRO";"Memory Records- Critical Part of Five Aggregates";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Memory Records- Critical Part of Five Aggregates";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/memory-records-critical-part-of-five-aggregates/"
171;;"KD.II.007";"KD.II.7";"163 - KD.II.7";;;"KD";"II";7;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;163;163;"VERDADEIRO";"Pañca Upādānakkhandhā – Introduction";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Pañca Upādānakkhandhā – Introduction";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/panca-upadanakkhandha-introduction/"
172;;"KD.KK.001";"KD.KK.1";"164 - KD.KK.1";;;"KD";"KK";1;"VERDADEIRO";"FALSO";"VERDADEIRO";"FALSO";0;164;164;"VERDADEIRO";"Five Aggregates – Connection to Tilakkhaṇa";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/"
173;;"TL.II.009";"TL.II.9";"165 - TL.II.9";;;"TL";"II";9;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;165;165;"VERDADEIRO";"Vedanā (Feelings) Arise in Two Ways";;;;"P";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"TL";1;"Home » Three Levels of Practice »";"Home » Three Levels of Practice » Sōtapanna Stage of Nibbāna »";"Home » Three Levels of Practice » Sōtapanna Stage of Nibbāna » Vedanā (Feelings) Arise in Two Ways";;"https://puredhamma.net/three-levels-of-practice/sotapanna-stage-of-nibbana/two-types-of-vedana-feelings/"
174;;"KD.DD.003";"KD.DD.3";"166 - KD.DD.3";;;"KD";"DD";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;166;166;"VERDADEIRO";"Saṅkhāra is discussed at, “Saṅkhāra, Kamma, Kamma Bīja, Kamma Vipāka“.";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Sankhāra, Kamma, Kamma Bīja, Kamma Vipāka";;"https://puredhamma.net/key-dhamma-concepts/sankhara-kamma-kamma-vipaka/"
175;;"KD.II.008";"KD.II.8";"167 - KD.II.8";;;"KD";"II";8;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;167;167;"VERDADEIRO";"Viññāṇa (Defiled Consciousness)";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Viññāṇa (Defiled Consciousness)";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/vinnana-defiled-consciousness/"
176;;"KD.II.009";"KD.II.9";"168 - KD.II.9";;;"KD";"II";9;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;168;168;"VERDADEIRO";"Rupa (Material Form)";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Rupa (Material Form)";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/rupa-material-form/"
177;;"KD.II.010";"KD.II.10";"169 - KD.II.10";;;"KD";"II";10;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;169;169;"VERDADEIRO";"Sensory Experience, Paṭicca Samuppāda, and pañcupādānakkhandha";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";;0;"Home »";"Home »";"Home » Sensory Experience, Paṭicca Samuppāda, and pañcupādānakkhandha";;"https://puredhamma.net/sensory-experience-pa%e1%b9%adicca-samuppada-and-pancupadanakkhandha/"
178;;"KD.II.011";"KD.II.11";"170 - KD.II.11";;;"KD";"II";11;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;170;170;"VERDADEIRO";"Two Aspects of Saññā – Beneficial and Dangerous";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";;0;"Home »";"Home »";"Home » Two Aspects of Saññā – Beneficial and Dangerous";;"https://puredhamma.net/two-aspects-of-sanna-beneficial-and-dangerous/"
179;;"KD.II.012";"KD.II.12";"171 - KD.II.12";;;"KD";"II";12;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;171;171;"VERDADEIRO";"Overcoming Attachment to “Distorted/False Saññā” Leads to Nibbāna";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";;0;"Home »";"Home »";"Home » Overcoming Attachment to “Distorted/False Saññā” Leads to Nibbāna";;"https://puredhamma.net/overcoming-attachment-to-distorted-false-sanna-leads-to-nibbana/"
180;;"KD.KK.001";"KD.KK.1";"172 - KD.KK.1";;;"KD";"KK";1;"VERDADEIRO";"FALSO";"VERDADEIRO";"FALSO";0;172;172;"VERDADEIRO";"Five Aggregates – Connection to Tilakkhaṇa";;;;"O";"VERDADEIRO";2;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/"
181;;"KD.KK.002";"KD.KK.2";"173 - KD.KK.2";;;"KD";"KK";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;173;173;"VERDADEIRO";"Five Aggregates and Tilakkhaṇa – Introduction";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » Five Aggregates and Tilakkhaṇa – Introduction";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/five-aggregates-and-tilakkhana-introduction/"
182;;"KD.KK.003";"KD.KK.3";"174 - KD.KK.3";;;"KD";"KK";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;174;174;"VERDADEIRO";"Icca, Nicca, Anicca – Important Connections";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » Icca, Nicca, Anicca – Important Connections";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/icca-nicca-anicca-important-connections/"
183;;"KD.KK.004";"KD.KK.4";"175 - KD.KK.4";;;"KD";"KK";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;175;175;"VERDADEIRO";"“Me” and “Mine” – The Root Cause of Suffering";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » “Me” and “Mine” – The Root Cause of Suffering";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/me-and-mine-root-cause-of-suffering/"
184;;"KD.KK.005";"KD.KK.5";"176 - KD.KK.5";;;"KD";"KK";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;176;176;"VERDADEIRO";"Difference Between “Me and Mine” and Sakkāya Diṭṭhi";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » Difference Between “Me and Mine” and Sakkāya Diṭṭhi";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/me-and-mine-and-sakkaya-ditthi/"
185;;"KD.KK.006";"KD.KK.6";"177 - KD.KK.6";;;"KD";"KK";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;177;177;"VERDADEIRO";"Sakkāya Diṭṭhi – “Me and Mine” View";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » Sakkāya Diṭṭhi – “Me and Mine” View";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/sakkaya-ditthi-me-and-mine-view/"
186;;"KD.KK.007";"KD.KK.7";"178 - KD.KK.7";;;"KD";"KK";7;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;178;178;"VERDADEIRO";"Atta – Two Very Different Meanings";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Connection to Tilakkhaṇa » Atta – Two Very Different Meanings";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-connection-to-tilakkhana/atta-two-very-different-meanings/"
187;;"KD.JJ.001";"KD.JJ.1";"179 - KD.JJ.1";;;"KD";"JJ";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;179;179;"VERDADEIRO";"Subsection: “Nāma & Rūpa to Nāmarūpa“";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/"
188;;"..";"..";" - ..";;"F";;;;"VERDADEIRO";"FALSO";"FALSO";"FALSO";1;;;"FALSO";"Mental Aggregates (Except Kamma Viññāna)";;;;"FIX";"FALSO";;;"03 - Key Dhamma Concepts";;1;;;;"No link";
189;;"KD.JJ.002";"KD.JJ.2";"180 - KD.JJ.2";;;"KD";"JJ";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;180;180;"VERDADEIRO";"Vēdanā and Samphassa-Jā-Vēdanā – More Than Just Feelings";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Vēdanā and Samphassa-Jā-Vēdanā – More Than Just Feelings";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/vedana-and-samphassa-ja-vedana/"
190;;"KD.JJ.003";"KD.JJ.3";"181 - KD.JJ.3";;;"KD";"JJ";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;181;181;"VERDADEIRO";"Does Bodily Pain Arise Only Due to Kamma Vipāka?";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Does Bodily Pain Arise Only Due to Kamma Vipāka?";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/does-bodily-pain-arise-only-due-to-kamma-vipaka/"
191;;"KD.JJ.004";"KD.JJ.4";"182 - KD.JJ.4";;;"KD";"JJ";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;182;182;"VERDADEIRO";"Saññā – What It Really Means";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Saññā – What It Really Means";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/sanna-what-it-really-means/"
192;;"KD.JJ.005";"KD.JJ.5";"183 - KD.JJ.5";;;"KD";"JJ";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;183;183;"VERDADEIRO";"Future Suffering – Why It Arises";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Future Suffering – Why It Arises";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/future-suffering-why-it-arises/"
193;;"KD.JJ.006";"KD.JJ.6";"184 - KD.JJ.6";;;"KD";"JJ";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;184;184;"VERDADEIRO";"Vipallāsa (Diṭṭhi, Saññā, Citta) Affect Saṅkhāra";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Vipallāsa (Diṭṭhi, Saññā, Citta) Affect Saṅkhāra";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/vipallasa-ditthi-sanna-citta/"
194;;"KD.BB.006";"KD.BB.6";"185 - KD.BB.6";;;"KD";"BB";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;185;185;"VERDADEIRO";"Saṅkhāra – What It Really Means";;;;"O";"VERDADEIRO";2;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Mental Aggregates » Saṅkhāra – What It Really Means";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/four-mental-aggregates/sankhara-what-it-really-means/"
195;;"..";"..";" - ..";;"F";;;;"VERDADEIRO";"FALSO";"FALSO";"FALSO";1;;;"FALSO";"Kamma Viññāna ";;;;"FIX";"FALSO";;;"03 - Key Dhamma Concepts";;1;;;;"No link";
196;;"KD.JJ.007";"KD.JJ.7";"186 - KD.JJ.7";;;"KD";"JJ";7;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;186;186;"VERDADEIRO";"Viññāṇa – What It Really Means";;;;"O";"FALSO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate » Viññāṇa – What It Really Means";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/vinnana-aggregate/vinnana-what-it-really-means/"
197;;"KD.JJ.008";"KD.JJ.8";"187 - KD.JJ.8";;;"KD";"JJ";8;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;187;187;"VERDADEIRO";"Kamma Viññāṇa – Link Between Mind and Matter";;;;"O";"VERDADEIRO";1;4;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate » Kamma Viññāṇa – Link Between Mind and Matter";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/vinnana-aggregate/kamma-vinnana-link-between-mind-and-matter/"
198;;"KD.JJ.009";"KD.JJ.9";"188 - KD.JJ.9";;;"KD";"JJ";9;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;188;188;"VERDADEIRO";"Anidassana Viññāṇa – What It Really Means";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate » Anidassana Viññāṇa – What It Really Means";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/vinnana-aggregate/anidassana-vinnana-what-it-really-means/"
199;;"..";"..";" - ..";;"F";;;;"VERDADEIRO";"FALSO";"FALSO";"FALSO";1;;;"FALSO";"Nāmarūpa Formation";;;;"FIX";"FALSO";;;"03 - Key Dhamma Concepts";;1;;;;"No link";
200;;"KD.JJ.010";"KD.JJ.10";"189 - KD.JJ.10";;;"KD";"JJ";10;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;189;189;"VERDADEIRO";"Nāmarupa in Vipāka Viññāṇa";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";;0;"Home »";"Home »";"Home » Nāmarupa in Vipāka Viññāṇa";;"https://puredhamma.net/namarupa-in-vipaka-vinna%e1%b9%87a/"
201;;"KD.JJ.011";"KD.JJ.11";"190 - KD.JJ.11";;;"KD";"JJ";11;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;190;190;"VERDADEIRO";"Nāmarupa in Idappaccayātā Paṭicca Samuppāda";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";;0;"Home »";"Home »";"Home » Nāmarupa in Idappaccayātā Paṭicca Samuppāda";;"https://puredhamma.net/namarupa-in-pa%e1%b9%adicca-samuppada/"
202;;"KD.JJ.012";"KD.JJ.12";"191 - KD.JJ.12";;;"KD";"JJ";12;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;191;191;"VERDADEIRO";"Nāmarupa – Different Types";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Nāmarupa – Different Types";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/namarupa-different-types/"
203;;"KD.JJ.008";"KD.JJ.8";"192 - KD.JJ.8";;;"KD";"JJ";8;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;192;192;"VERDADEIRO";"Kamma Viññāṇa – Link Between Mind and Matter";;;;"P";"VERDADEIRO";2;4;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Viññāṇa Aggregate » Kamma Viññāṇa – Link Between Mind and Matter";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/vinnana-aggregate/kamma-vinnana-link-between-mind-and-matter/"
204;;"KD.JJ.013";"KD.JJ.13";"193 - KD.JJ.13";;;"KD";"JJ";13;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;193;193;"VERDADEIRO";"Kamma Viññāṇa and Nāmarūpa Paricceda Ñāṇa";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Nāmarūpa Formation »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Nāmarūpa Formation » Kamma Viññāṇa and Nāmarūpa Paricceda Ñāṇa";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/namarupa-formation/kamma-vinnana-and-namarupa-paricceda-nana/"
205;;"KD.LL.001";"KD.LL.1";"194 - KD.LL.1";;"N";"KD";"LL";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";1;194;"194a";"VERDADEIRO";"Rūpa Aggregate";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";"KD";1;;;"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Rupa Aggregate";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/rupa-aggregate/"
206;;"KD.LL.002";"KD.LL.2";"194 - KD.LL.2";;"N";"KD";"LL";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";;194;"194b";"VERDADEIRO";"Bhūta and Yathābhūta – What Do They Really Mean";;;;"O";"VERDADEIRO";;;"03 - Key Dhamma Concepts";"KD";1;;;"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Rupa Aggregate » Bhūta and Yathābhūta – What Do They Really Mean";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/rupa-aggregate/bhuta-and-yathabhuta-what-do-they-really-mean/"
207;;"KD.LL.003";"KD.LL.3";"194 - KD.LL.3";;"N";"KD";"LL";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;194;"194c";"VERDADEIRO";"What are Rūpa? – Dhammā are Rūpā too!";;;;"O";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Rupa Aggregate »";"Home » Key Dhamma Concepts » Nāma & Rūpa to Nāmarūpa » Rupa Aggregate » What are Rūpa? – Dhammā are Rūpā too!";;"https://puredhamma.net/key-dhamma-concepts/nama-rupa-to-namarupa/rupa-aggregate/what-are-rupa-dhamma-are-rupa-too-2/"
208;;"..";"..";" - ..";;"F";;;;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;;;"FALSO";"Deeper Analyses:";;;;"FIX";"FALSO";;;"03 - Key Dhamma Concepts";;1;;;;"No link";
209;;"KD.AA.001";"KD.AA.1";"195 - KD.AA.1";;;"KD";"AA";1;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;195;195;"VERDADEIRO";"Pancakkhandha or Five Aggregates – A Misinterpreted Concept";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Pancakkhandha or Five Aggregates – A Misinterpreted Concept";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/pancakkhandha-or-five-aggregates-a-misinterpreted-concept/"
210;;"KD.AA.002";"KD.AA.2";"196 - KD.AA.2";;;"KD";"AA";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;196;196;"VERDADEIRO";"Pancupādānakkhandha – It is All Mental";;;;"O";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) »";"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Pancupādānakkhandha – It is All Mental";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/pancupadanakkhandha-it-is-all-mental/"
